sample	Cruise	Cruise Name	Station	BODC Station	BODC Bottle Number	Latitude	Longitude	DEPTH [m]	Bot. Depth [m]	PRESSURE [dbar]	CTDTMP [deg C]	CTDSAL	SALINITY_D_CONC_BOTTLE	CFC-11_D_CONC_BOTTLE [pmol/kg]	CFC-12_D_CONC_BOTTLE [pmol/kg]	CFC113_D_CONC_BOTTLE [pmol/kg]	SF6_D_CONC_BOTTLE [fmol/kg]	He_D_CONC_BOTTLE [nmol/kg]	Ne_D_CONC_BOTTLE [nmol/kg]	OXYGEN_D_CONC_BOTTLE [umol/kg]	CTDOXY [umol/kg]	PHOSPHATE_D_CONC_BOTTLE [umol/kg]	PHOSPHATE_LL_D_CONC_BOTTLE [umol/kg]	SILICATE_D_CONC_BOTTLE [umol/kg]	NITRATE_D_CONC_BOTTLE [umol/kg]	NITRATE_LL_D_CONC_BOTTLE [umol/kg]	NITRITE_D_CONC_BOTTLE [umol/kg]	NITRITE_LL_D_CONC_BOTTLE [umol/kg]	TALK_D_CONC_BOTTLE [umol/kg]	DIC_D_CONC_BOTTLE [umol/kg]	DOC_D_CONC_BOTTLE [umol/kg]	DIC_13_12_D_DELTA_BOTTLE [per mil]	He_3_4_D_DELTA_BOTTLE [per mil]	TRITIUM_D_CONC_BOTTLE [TU]	H2O_2_1_D_DELTA_BOTTLE [per mil]	H2O_18_16_D_DELTA_BOTTLE [per mil]	NITRATE_15_14_D_DELTA_BOTTLE [per mil]	SILICATE_30_28_D_DELTA_BOTTLE [per mil]	SALINITY_D_CONC_PUMP	PHOSPHATE_LL_D_CONC_FISH [umol/kg]	NITRATE_LL_D_CONC_FISH [umol/kg]	NITRITE_LL_D_CONC_FISH [umol/kg]	SALINITY_D_CONC_UWAY	DOC_D_CONC_UWAY [umol/kg]	Al_D_CONC_BOTTLE [nmol/kg]	Ba_D_CONC_BOTTLE [nmol/kg]	Cd_D_CONC_BOTTLE [nmol/kg]	Co_D_CONC_BOTTLE [pmol/kg]	Cu_D_CONC_BOTTLE [nmol/kg]	Fe_D_CONC_BOTTLE [nmol/kg]	Fe_II_D_CONC_BOTTLE [nmol/kg]	Fe_S_CONC_BOTTLE [nmol/kg]	Ga_D_CONC_BOTTLE [pmol/kg]	Hg_D_CONC_BOTTLE [pmol/kg]	Mn_D_CONC_BOTTLE [nmol/kg]	Ni_D_CONC_BOTTLE [nmol/kg]	Pb_D_CONC_BOTTLE [pmol/kg]	Zn_D_CONC_BOTTLE [nmol/kg]	Y_D_CONC_BOTTLE [pmol/kg]	La_D_CONC_BOTTLE [pmol/kg]	Ce_D_CONC_BOTTLE [pmol/kg]	Pr_D_CONC_BOTTLE [pmol/kg]	Nd_D_CONC_BOTTLE [pmol/kg]	Sm_D_CONC_BOTTLE [pmol/kg]	Eu_D_CONC_BOTTLE [pmol/kg]	Gd_D_CONC_BOTTLE [pmol/kg]	Tb_D_CONC_BOTTLE [pmol/kg]	Dy_D_CONC_BOTTLE [pmol/kg]	Ho_D_CONC_BOTTLE [pmol/kg]	Er_D_CONC_BOTTLE [pmol/kg]	Tm_D_CONC_BOTTLE [pmol/kg]	Yb_D_CONC_BOTTLE [pmol/kg]	Lu_D_CONC_BOTTLE [pmol/kg]	Nd_143_144_D_EPSILON_BOTTLE [per 10000]	Pb_206_204_D_RATIO_BOTTLE	Pb_206_207_D_RATIO_BOTTLE	Pb_208_207_D_RATIO_BOTTLE	Cd_114_110_D_DELTA_BOTTLE [per mil]	Fe_56_54_D_DELTA_BOTTLE [per mil]	Zn_66_64_D_DELTA_BOTTLE [per mil]	Pa_231_D_CONC_BOTTLE [uBq/kg]	Pb_210_D_CONC_BOTTLE [mBq/kg]	Po_210_D_CONC_BOTTLE [mBq/kg]	Th_230_D_CONC_BOTTLE [uBq/kg]	Th_232_D_CONC_BOTTLE [pmol/kg]	Th_234_T_CONC_BOTTLE [mBq/kg]	Ra_223_D_CONC_PUMP [mBq/kg]	Ra_224_D_CONC_PUMP [mBq/kg]	Ra_226_D_CONC_PUMP [mBq/kg]	Ra_228_D_CONC_PUMP [mBq/kg]	Th_228_D_CONC_PUMP [uBq/kg]	Al_D_CONC_FISH [nmol/kg]	Cd_D_CONC_FISH [nmol/kg]	Co_D_CONC_FISH [pmol/kg]	Cu_D_CONC_FISH [nmol/kg]	Fe_D_CONC_FISH [nmol/kg]	Fe_II_D_CONC_FISH [nmol/kg]	Fe_S_CONC_FISH [nmol/kg]	Ga_D_CONC_FISH [pmol/kg]	Hg_D_CONC_FISH [pmol/kg]	Mn_D_CONC_FISH [nmol/kg]	Ni_D_CONC_FISH [nmol/kg]	Pb_D_CONC_FISH [pmol/kg]	Zn_D_CONC_FISH [nmol/kg]	Y_D_CONC_FISH [pmol/kg]	La_D_CONC_FISH [pmol/kg]	Ce_D_CONC_FISH [pmol/kg]	Pr_D_CONC_FISH [pmol/kg]	Nd_D_CONC_FISH [pmol/kg]	Sm_D_CONC_FISH [pmol/kg]	Eu_D_CONC_FISH [pmol/kg]	Gd_D_CONC_FISH [pmol/kg]	Tb_D_CONC_FISH [pmol/kg]	Dy_D_CONC_FISH [pmol/kg]	Ho_D_CONC_FISH [pmol/kg]	Er_D_CONC_FISH [pmol/kg]	Tm_D_CONC_FISH [pmol/kg]	Yb_D_CONC_FISH [pmol/kg]	Lu_D_CONC_FISH [pmol/kg]	Nd_143_144_D_EPSILON_FISH [per 10000]	Pb_206_204_D_RATIO_FISH	Pb_206_207_D_RATIO_FISH	Pb_208_207_D_RATIO_FISH	Fe_56_54_D_DELTA_FISH [per mil]	Zn_66_64_D_DELTA_FISH [per mil]	Pa_231_D_CONC_FISH [uBq/kg]	Th_230_D_CONC_FISH [uBq/kg]	Th_232_D_CONC_FISH [pmol/kg]	L1Cu_D_CONC_BOTTLE [nmol/kg]	L1Cu_D_LogK_BOTTLE	L1Fe_D_CONC_BOTTLE [nmol/kg]	L1Fe_D_LogK_BOTTLE	L2Fe_D_CONC_BOTTLE [nmol/kg]	L2Fe_D_LogK_BOTTLE	L1Cu_D_CONC_FISH [nmol/kg]	L1Cu_D_LogK_FISH	L1Fe_D_CONC_FISH [nmol/kg]	L1Fe_D_LogK_FISH	L2Fe_D_CONC_FISH [nmol/kg]	L2Fe_D_LogK_FISH	P_TP_CONC_BOTTLE [nmol P/kg]	P_TPL_CONC_BOTTLE [nmol P/kg]	Al_TP_CONC_BOTTLE [nmol/kg]	Al_TPL_CONC_BOTTLE [nmol/kg]	Al_TPR_CONC_BOTTLE [nmol/kg]	Cd_TP_CONC_BOTTLE [pmol/kg]	Cd_TPL_CONC_BOTTLE [pmol/kg]	Cd_TPR_CONC_BOTTLE [pmol/kg]	Co_TP_CONC_BOTTLE [pmol/kg]	Co_TPL_CONC_BOTTLE [pmol/kg]	Co_TPR_CONC_BOTTLE [pmol/kg]	Fe_TP_CONC_BOTTLE [nmol/kg]	Fe_TPL_CONC_BOTTLE [nmol/kg]	Fe_TPR_CONC_BOTTLE [nmol/kg]	Mn_TP_CONC_BOTTLE [nmol/kg]	Mn_TPL_CONC_BOTTLE [nmol/kg]	Mn_TPR_CONC_BOTTLE [nmol/kg]	P_TPR_CONC_BOTTLE [nmol/kg]	Ti_TP_CONC_BOTTLE [nmol/kg]	Ti_TPL_CONC_BOTTLE [nmol/kg]	Ti_TPR_CONC_BOTTLE [nmol/kg]	Ag_LPT_CONC_PUMP [pmol/kg]	Ag_SPT_CONC_PUMP [pmol/kg]	Al_LPT_CONC_PUMP [nmol/kg]	Al_SPT_CONC_PUMP [nmol/kg]	Ba_LPT_CONC_PUMP [pmol/kg]	Ba_SPT_CONC_PUMP [pmol/kg]	Cd_LPT_CONC_PUMP [pmol/kg]	Cd_SPT_CONC_PUMP [pmol/kg]	Co_LPT_CONC_PUMP [pmol/kg]	Co_SPT_CONC_PUMP [pmol/kg]	Cu_LPT_CONC_PUMP [pmol/kg]	Cu_SPT_CONC_PUMP [pmol/kg]	Fe_LPT_CONC_PUMP [nmol/kg]	Fe_SPT_CONC_PUMP [nmol/kg]	Mn_LPT_CONC_PUMP [nmol/kg]	Mn_SPT_CONC_PUMP [nmol/kg]	Ni_LPT_CONC_PUMP [pmol/kg]	Ni_SPT_CONC_PUMP [pmol/kg]	P_LPT_CONC_PUMP [nmol/kg]	P_SPT_CONC_PUMP [nmol/kg]	Pb_LPT_CONC_PUMP [pmol/kg]	Pb_SPT_CONC_PUMP [pmol/kg]	Th_LPT_CONC_PUMP [pmol/kg]	Th_SPT_CONC_PUMP [pmol/kg]	Ti_LPT_CONC_PUMP [pmol/kg]	Ti_SPT_CONC_PUMP [pmol/kg]	V_LPT_CONC_PUMP [pmol/kg]	V_SPT_CONC_PUMP [pmol/kg]	Y_LPT_CONC_PUMP [pmol/kg]	Y_SPT_CONC_PUMP [pmol/kg]	Nd_LPT_CONC_PUMP [pmol/kg]	Nd_SPT_CONC_PUMP [pmol/kg]	Pa_231_SPT_CONC_PUMP [uBq/kg]	Th_228_SPT_CONC_PUMP [uBq/kg]	Th_230_SPT_CONC_PUMP [uBq/kg]	Th_232_SPT_CONC_PUMP [pmol/kg]	Th_234_SPT_CONC_PUMP [mBq/kg]	Th_234_LPT_CONC_PUMP [mBq/kg]
S0134	GA03	KN204-1	Station 6	1701395	844541	37.5954	-68.40460000000002	139.6	NA	140.7	20.507	36.155998	36.099998	2.131	1.321	NA	1.29	1.705	6.831	176.800003	175	0.23	0.229171	1.75	3.97	0.941171	0.01	0.046341	NA	NA	NA	0.56	-8.3	0.644	NA	NA	3.58	NA	NA	NA	NA	NA	NA	NA	29.921951	44.599998	0.021406	79.024391	1.034146	0.465854	NA	0.191	40.200001	0.780488	0.485854	NA	18.450001	0.31378	127.5	15.5	8.38	3.1	15.6	3.27	0.9	5.01	0.73	6	1.37	4.92	0.614	4.32	0.614	NA	NA	1.181	2.452	0.285	0.42	0.02	0.623893	NA	NA	1.025595	0.339855	33.004879	0.003252	0.1187	1.378829	0.843902	113.821457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.921951	12.02	1.053658	11.17	NA	NA	NA	NA	NA	NA	6.247639	NA	3.15678	NA	NA	0.585366	NA	NA	4.97561	NA	NA	1.120683	NA	NA	0.709951	NA	NA	NA	0.111463	NA	NA	0.007522	0.173659	0.416585	1.2	29.463415	89.658539	0.119024	0.564878	0.596098	2.760976	2.809756	24	0.116098	0.457561	0.121951	0.630244	12.292683	31.317074	0.484878	6.156097	0.14439	0.684878	0.005805	0.019024	13.463415	34.731709	1.843902	3.639024	0.116098	0.451707	0.074732	0.245854	NA	8.129756	NA	NA	0	0.388585
S0135	GA03	KN204-1	Station 6	1701395	844544	37.5954	-68.40460000000002	160	NA	161.3	19.819	36.368999	36.431999	2.108	1.295	NA	1.222	1.718	6.886	162.5	166.2	0.28	0.541561	1.95	5.44	0.956976	0	0.030244	NA	NA	NA	0.52	-4.5	0.569	NA	NA	3.43	NA	NA	NA	NA	NA	NA	NA	24.214634	46.099998	0.060368	84.878052	1.063415	0.617561	NA	0.26	36.700001	0.97561	0.557561	NA	17.65	0.312317	135.5	19	8.01	3.56	17.6	3.65	0.96	5.31	0.78	6.27	1.45	5.11	0.647	4.58	0.66	NA	NA	1.182	2.452	0.275	0.37	0.22	0.746225	NA	NA	1.200326	0.334899	43.092682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.029268	14.25	2.331707	12.17	0.643902	11.26	NA	NA	NA	NA	NA	NA	6.247639	NA	3.15678	NA	NA	0.585366	NA	NA	4.97561	NA	NA	1.120683	NA	NA	0.709951	NA	NA	NA	0.111463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0136	GA03	KN204-1	Station 6	1701395	844547	37.5954	-68.40460000000002	232.9	NA	234.8	16.073	36.049999	36.043999	2.196	1.288	NA	1.068	1.752	7.059	154.800003	152.3	0.65	NA	4.1	11.47	NA	0	NA	NA	NA	NA	0.47	11.7	0.526	NA	NA	4.04	NA	NA	NA	NA	NA	NA	NA	24.634146	44.299999	0.10018	71.219513	0.956098	0.672683	NA	0.222	37.5	0.97561	0.356585	NA	17.700001	0.635366	127.099998	17.4	6.34	3.3	16.5	3.47	0.92	5.02	0.73	5.88	1.37	4.94	0.611	4.34	0.619	NA	NA	1.182	2.452	0.24	0.37	-0.28	1.05555	NA	NA	1.549788	0.33115	43.248779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.726829	12.29	0.360976	11.71	NA	NA	NA	NA	NA	NA	2.737805	NA	13.236195	NA	NA	0.390244	NA	NA	3.609756	NA	NA	3.462927	NA	NA	0.425268	NA	NA	NA	0.385844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0137	GA03	KN204-1	Station 6	1701395	844550	37.5954	-68.40460000000002	284.7	NA	287	14.783	35.943001	35.943001	2.129	1.215	NA	0.931	NA	NA	155.199997	155.3	0.83	NA	4.97	13.85	NA	0	NA	NA	NA	NA	0.45	NA	0.488	NA	NA	4.3	NA	NA	NA	NA	NA	NA	NA	23.843903	46.400002	0.134043	70.243904	0.848781	0.498537	NA	0.205	30.1	0.97561	0.247805	NA	24.25	0.430122	125.099998	17.6	5.16	3.3	16.4	3.41	0.9	4.97	0.72	5.82	1.32	4.82	0.602	4.2	0.603	NA	NA	1.18	2.449	0.245	0.49	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.302439	13	1.843902	12.18	0.390244	11.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0122	GA03	KN204-1	Station 4	1701381	844343	38.3269	-68.86959999999999	39.4	NA	39.7	23.536	36.125999	36.125	1.852	1.128	NA	1.213	1.692	6.655	207.800003	208	0.01	NA	0.39	0	NA	0	NA	NA	NA	NA	0.91	-14.5	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61166	NA	NA	1.13955	0.792406	43.092682	0.003252	0.094309	1.587024	0.972358	169.105377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004439	0.155122	4.341464	0.397073	23.317074	19.219513	0.042537	0.472195	0.593171	2.195122	3.37561	16.780487	1.141463	0.207805	0.071415	0.291707	8.9365849999999991	9.326829	0.214634	7.004878	0.709268	0.579512	0.071024	0.015317	130.731705	10.048781	4.565854	3.648781	0.440976	0.492683	0.38439	0.325854	NA	9.756098	NA	NA	2.4	0.479707
S0123	GA03	KN204-1	Station 4	1701381	844346	38.3269	-68.86959999999999	65.6	NA	66.1	23.545	36.127998	36.126999	1.856	1.129	NA	1.272	1.697	6.686	207.699997	207.7	0	NA	0.39	0	NA	0	NA	NA	NA	NA	0.92	-13.8	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.27317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0124	GA03	KN204-1	Station 4	1701381	844349	38.3269	-68.86959999999999	90.8	NA	91.5	23.571	36.138	36.136002	1.856	1.125	NA	1.356	1.69	6.662	207.600006	207.8	0	NA	0.29	0	NA	0	NA	NA	NA	NA	0.96	-13.5	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.594184	NA	NA	1.473818	1.201818	38.858536	0.001626	0.086179	1.469951	0.869919	130.080978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005337	0.2	3.37561	0.41561	13.853659	19.609756	0.04761	0.579512	0.443902	2.546341	2.263415	19.902439	0.883902	0.245854	0.05639	0.297561	7.229268	10.536585	0.172683	7.970732	0.514146	0.907317	0.056	0.018049	102.439018	17.365854	3.42439	3.268293	0.564878	0.741463	0.324878	0.369756	NA	8.129756	NA	NA	2.092683	0.429268
S0125	GA03	KN204-1	Station 4	1701381	844352	38.3269	-68.86959999999999	111.1	NA	112	23.745	36.361	36.360001	1.847	1.122	NA	1.211	1.699	6.673	205.600006	205.8	0	NA	0.19	0.02	NA	0.03	NA	NA	NA	NA	0.88	-12.8	0.549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.092682	0.001626	0.107317	1.35122	0.702439	152.845856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004576	0.149268	3.629268	0.414634	14.146342	43.707317	0.042732	0.539512	0.693659	2.253659	2.731707	19.024389	1.082927	0.235122	0.067902	0.319024	19.609756	11.902439	0.196098	6.136585	0.569756	0.668293	0.05922	0.015512	110.243896	13.463415	3.882927	2.243902	0.383415	0.33561	0.347317	0.227317	0.001193	9.756098	0.026682	0.016187	1.939805	0.326829
S0126	GA03	KN204-1	Station 4	1701381	844355	38.3269	-68.86959999999999	135.2	NA	136.3	22.725	36.75	36.744999	1.992	1.205	NA	1.224	1.695	6.772	189.199997	192.3	0.04	NA	0.19	1.25	NA	0.02	NA	NA	NA	NA	0.7	-11	0.512	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.809757	NA	0.086179	1.393463	0.544715	146.341461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00641	0.12	4.848781	0.677073	16.487804	93.073174	0.046146	0.457561	0.610732	1.590244	2.790244	16.097561	1.278049	0.279024	0.074244	0.250732	9.151219	14.634146	0.229268	2.809756	0.730732	0.529756	0.08322	0.017463	170.731705	22.536585	4.97561	2.17561	0.938537	0.360976	0.432195	0.232195	0.001193	6.50439	0.034094	0.018037	2.026049	0.512195
S0127	GA03	KN204-1	Station 4	1701381	844358	38.3269	-68.86959999999999	184.1	NA	185.6	20.158	36.693001	36.696999	2.166	1.286	NA	1.206	1.708	6.857	185.699997	185.9	0.11	NA	0.49	2.72	NA	0	NA	NA	NA	NA	0.97	-8.5	0.545	NA	NA	2.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.995121	0.001626	0.099187	1.393463	0.474797	204.878052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006917	0.115122	4.965854	1.073171	20.097561	107.31707	0.046049	0.249756	0.594146	1.24878	3.004878	13.073171	1.209756	0.377561	0.077854	0.207805	8.263414	13.365854	0.317073	1.658537	0.596098	0.500488	0.080098	0.023902	143.414627	36.682926	4.965854	2.517073	0.713171	0.37561	0.47122000000000003	0.297561	NA	9.756098	NA	NA	1.518732	0.552878
S0128	GA03	KN204-1	Station 4	1701381	844361	38.3269	-68.86959999999999	236.7	NA	238.6	18.795	36.617001	36.613998	2.267	1.344	NA	1.218	1.703	6.83	193.100006	193.1	0.12	NA	0.58	3.36	NA	0	NA	NA	NA	NA	0.63	-6.5	0.531	NA	NA	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.978656	NA	NA	2.225921	0.826409	44.224388	0.004878	0.091057	1.435805	0.487805	214.634155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003941	0.127805	3.717073	1.853659	11.414634	91.121948	0.050732	0.249756	0.449756	1.317073	2.419512	15.512195	0.915122	0.586341	0.059707	0.181463	6.780488	13.463415	0.277073	1.463415	0.354146	0.514146	0.06322	0.037561	112.195122	63.121952	3.619512	4.165854	0.43122	0.6	0.357073	0.38439	0.003069	13.007805	0.084493	0.036075	1.609756	0.460195
S0129	GA03	KN204-1	Station 4	1701381	844364	38.3269	-68.86959999999999	285.3	NA	287.7	18.353	36.584	36.583	2.305	1.356	NA	1.217	1.704	6.886	197	197.2	0.16	NA	0.68	3.9	NA	0	NA	NA	NA	NA	NA	-6.4	0.525	NA	NA	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96118	NA	NA	2.119563	0.317273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0064	GA03	KN204-1	Station 3	1701374	845300	38.6683	-69.11577999999997	28.4	NA	28.6	24.514	36.166	36.164001	1.802	1.102	NA	1.224	1.702	6.641	204.5	204.4	0	0.015707	0.68	0	0.07961	0	0.013171	NA	NA	NA	0.95	-13.9	0.492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.990246	47.200001	8e-4	54.634148	1.126829	0.550732	NA	0.124	47.299999	1.268293	2.386829	NA	17.549999	0.512317	134.399994	14.7	10.09	3.27	16.200001	3.69	1.03	5.62	0.84	6.6	1.52	5.26	0.658	4.59	0.639	NA	NA	NA	NA	NA	0.8	-0.47	0.559232	NA	NA	0.919237	0.378254	35.287804	0.003252	0.14309	1.326829	0.756098	120.324883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.517073	14.4	2.039024	12.44	1.102439	11.72	NA	NA	NA	NA	NA	NA	NA	14.372839	NA	0.50078	1.376361	NA	1.37561	NA	NA	3.434146	0.643902	NA	0.35002	0.516049	NA	0.781171	0.073259	1.996742	NA	9.46e-4	0.079834	0.022341	0.209756	13.756098	0.636098	36.878048	10.731707	0.036098	0.629268	1.365854	3.229268	4.4	29.95122	3.980488	0.280976	0.108293	0.445854	24.292683	36.292683	0.315122	12.682927	1.151219	0.531707	0.251707	0.014829	559.024414	18.04878	12.97561	3.502439	1.804878	0.413659	1.395122	0.212683	NA	9.756098	NA	NA	2.082927	0.736585
